0,1,2,3,4,umap_x,umap_y
0.6023599568610035,0.07250644092749355,0.029020253345738215,0.3405719743220337,0.238039949131928,-3.3639863,4.22717
0.5965869441096238,0.17713865082286134,0.10348529306519716,0.49877937227511626,0.10804251864800761,-3.3627129,4.877794
0.5386664974941318,0.07261159892738835,0.0650182494811422,0.7632995498861648,0.19728444962525235,6.460259,-0.98946726
0.6255788872676521,0.06193806193806186,0.008731124311171547,0.8099350400583004,0.3312548617735122,10.036696,-0.5247525
0.6309078221150796,0.12545349387454646,0.04895154941673227,0.7632941799684643,0.23151942399476988,6.439862,-0.91272265
0.675950009515955,0.10368578789631415,0.008731124311171547,0.326764290063896,0.06983661635929404,-3.3884547,4.27864
0.6678931675442491,0.09916399390083594,0.010198239461819223,0.8099349731793598,0.2585522036992976,6.4557724,-0.89087546
0.5932246399796992,0.22340817077659184,0.13687110856652115,0.007048499548077649,0.14547296240568408,-3.3660517,3.6564002
0.529784939415086,0.34076449865923547,0.2525227223931869,0.7997711280423759,0.0917180210514736,-2.2516267,6.044885
0.6857831631034702,0.11204584888795413,0.008874257496600589,0.49268486276367,0.06721549631461728,-3.3514774,4.6807466
0.5674046818499017,0.10967979389032015,0.07403564016317184,0.8099305580161914,0.12928912898574943,6.391542,-1.0050178
0.5913848886633255,0.08396866291603125,0.04301152222142704,0.5723968216696698,0.2547137264841322,-3.3045373,4.537324
0.7907124278373405,0.30311793469688203,0.07972518428397624,0.7928144671168398,0.12773775446431507,-2.0228999,4.6229105
0.5590940810759373,0.16767443083232558,0.1181922278680312,0.5721947527159069,0.0950823057897852,-3.3350651,5.000397
0.5921461650701008,0.26294757873705243,0.16438846346525443,0.4825223505931587,0.28952387013486625,-2.8321579,4.9149823
0.7332994988263656,0.23539618276460378,0.0660201817791455,0.8022269008346062,0.0615604348190547,5.7892947,-0.8333375
0.6269745606800736,0.08759661391240328,0.02540614041365491,0.49288056899338933,0.0270316788330681,-3.3762355,4.7160835
0.7103977669225401,0.11993269888006729,0.0003578329635726045,0.5644990241480449,0.12140789665495592,-3.23395,4.6157203
0.8505995051703354,0.2677322677322677,0.021863594074286126,0.4755769161049709,0.7537247323634529,-3.0313196,4.3762264
